k,silhouette,davies_bouldin,calinski_harabasz,stability_ari,min_cluster_share,rank_score
2,0.22752491699520394,1.6589137403506027,1252.74366976303,0.9866330300974914,0.3886966551326413,11.0
3,0.26980588446417825,1.3757419411598277,1220.9321393587609,0.990240999672093,0.11695501730103806,3.0
4,0.19886499987369424,1.6169293872160617,1069.6856016463541,0.970112462514459,0.10542099192618223,18.0
5,0.22436112413467518,1.5006985102964696,990.840820675125,0.974092535584541,0.09480968858131487,13.0
6,0.1958408772057881,1.4657917847881359,963.9407878644079,0.9748293829276595,0.0265282583621684,15.0
7,0.20276801131418984,1.456364777915137,900.1087932438766,0.9767931969803874,0.023529411764705882,11.0
8,0.20441632966354112,1.3947768151033797,853.9914929424559,0.916406908556791,0.023298731257208764,13.0
